"","Atha_Ler-0_sl_FLT_uG_Rep1","Atha_Ler-0_sl_FLT_uG_Rep2","Atha_Ler-0_sl_FLT_uG_Rep3","Atha_Ler-0_sl_FLT_uG_Rep4","Atha_Ler-0_sl_FLT_0.09G_Rep1","Atha_Ler-0_sl_FLT_0.09G_Rep2","Atha_Ler-0_sl_FLT_0.09G_Rep3","Atha_Ler-0_sl_FLT_0.18G_Rep1","Atha_Ler-0_sl_FLT_0.18G_Rep2","Atha_Ler-0_sl_FLT_0.18G_Rep3","Atha_Ler-0_sl_FLT_0.36G_Rep1","Atha_Ler-0_sl_FLT_0.36G_Rep2","Atha_Ler-0_sl_FLT_0.36G_Rep3","Atha_Ler-0_sl_FLT_0.57G_Rep1","Atha_Ler-0_sl_FLT_0.57G_Rep2","Atha_Ler-0_sl_FLT_0.57G_Rep3","Atha_Ler-0_sl_FLT_0.57G_Rep4","Atha_Ler-0_sl_FLT_1G_Rep1","Atha_Ler-0_sl_FLT_1G_Rep2","Atha_Ler-0_sl_FLT_1G_Rep3"
"AT5G51520",3066,3401,304,2847,734,2403,1442,4765,1566,668,1443,635,4250,4824,1054,2290,847,4922,2390,603
"AT5G51530",248,1561,2012,2490,4982,965,2619,4724,2905,749,2695,3837,3537,1970,4434,2636,4454,3817,4867,4101
"AT5G51540",4471,1524,1948,4080,2836,1242,4400,342,2558,4360,570,1498,1329,4439,2806,80,1903,3499,4895,3615
"AT5G51545",1200,2651,3761,1621,3695,4688,3565,1667,4388,25,1357,734,3605,333,4952,449,905,1345,1560,2139
"AT5G51550",1184,1189,2440,2628,2099,275,2773,2823,1716,1311,4684,2193,1306,2141,4975,2813,3464,2025,1825,637
"AT5G51560",3135,4306,3559,189,4544,4486,1860,3378,3816,842,4393,1149,1244,1790,4051,2334,817,4621,1922,297
"AT5G51570",3786,3567,4614,2423,2600,4270,2106,2524,4278,3908,2725,2803,1602,4025,4294,1121,1926,3564,4258,4826
"AT5G51580",3801,3928,2582,3658,3354,4929,3337,3865,2277,434,4707,2932,1212,799,2088,1256,2244,3956,3806,2306
"AT5G51585",1853,1921,977,1590,795,3014,271,3859,3427,1788,3697,323,2442,3684,4589,1848,2357,3319,2983,2782
"AT5G51590",1901,4616,3388,2579,3593,1983,2302,4812,1716,3856,3894,4559,3381,4710,1627,1088,2875,1501,1303,3367
"AT5G51600",145,2411,2803,4818,2454,4311,2243,1914,669,1113,4156,4157,1692,385,325,3838,1440,4148,3535,1925
"AT5G51610",2814,3132,3416,391,3124,636,1551,2563,4377,3738,2758,4793,2309,1841,4600,2269,4016,4810,2708,4755
"AT5G51620",1964,4447,1109,4323,1079,4119,1846,3825,1244,4567,2136,1168,474,2506,3989,2388,4048,4336,2195,835
"AT5G51630",4065,3773,2637,1244,343,4338,4674,2799,2036,3753,4024,1507,855,465,2364,3938,1881,2528,295,3242
"AT5G51640",178,997,3320,2745,2930,1746,792,3641,1324,2453,3945,4779,1756,3667,250,3701,978,954,2042,3987
"AT5G51650",173,3900,4672,4452,534,3824,1423,3483,3919,680,404,2408,4662,3850,4292,1421,4044,1264,2819,3525
"AT5G51660",1588,2214,4624,4705,2266,57,4695,14,2919,147,595,2508,4601,4169,2544,4527,4955,1482,859,4775
"AT5G51670",875,2172,1842,1571,2526,4164,2045,66,4933,3018,173,4379,2121,2032,4094,996,1727,1830,4270,4214
"AT5G51680",1804,1124,3086,1537,3453,3793,3523,3336,3007,2107,1302,4437,3062,2586,3318,4704,149,4971,1516,1876
"AT5G51690",4209,293,2041,4543,3822,4803,704,4256,1702,198,3728,1612,2420,412,3781,2314,1681,1568,4994,3017
"AT5G51700",64,3304,1091,2807,2017,1507,133,4107,2878,4859,4884,3168,3614,2672,1605,4147,2776,1626,1850,1873
"AT5G51710",1307,4841,4126,279,746,2862,1988,4603,1906,4823,265,2719,2657,4310,885,4461,4031,1460,1268,4948
"AT5G51720",973,4642,3319,3217,2500,959,1218,2025,862,2747,1454,1238,3640,1020,822,786,1462,3880,1342,506
"AT5G51730",709,2586,2715,3252,4035,3408,925,358,2539,1117,4325,1187,637,4496,1312,2690,3126,2548,2217,45
"AT5G51740",3607,2493,3116,17,2904,3135,3106,1378,3397,3386,3491,443,4205,1424,3639,2501,1318,4475,1251,408
"AT5G51750",309,1925,2018,1167,3606,3138,441,356,4420,265,428,2210,1733,3992,88,3833,1216,4910,1067,681
"AT5G51760",4707,713,823,81,4421,3257,2834,2081,3640,1198,3877,725,915,4105,3606,928,4412,3376,2973,4768
"AT5G51770",3498,1794,837,2469,1130,2664,2528,3745,3649,632,1545,4304,2773,4073,1448,2528,2665,4603,3370,3585
"AT5G51780",3441,2480,1334,4488,1256,2837,220,1815,4567,2140,3337,2603,2543,1043,3220,1129,1562,3017,961,852
"AT5G51790",3531,2304,4786,2567,1125,3397,3130,3279,1932,3327,3839,167,3448,1284,3688,2622,293,914,2761,1448
"AT5G51795",1812,3383,1347,721,3764,3207,3064,3806,2671,1516,428,4870,495,4725,2524,4879,4270,44,1001,3509
"AT5G51800",4506,4338,4983,4557,4438,4258,1312,1227,370,3232,3535,2881,4818,4911,3042,3138,2730,2057,327,2458
"AT5G51810",3144,3545,3722,334,4084,3817,3903,4001,4999,1981,4217,2919,4550,4449,2806,3584,4872,3745,2448,2973
"AT5G51820",3504,2749,108,656,540,4610,1046,2331,4412,1680,613,2344,1535,3217,3691,809,2940,1988,1027,4797
"AT5G51830",2161,2991,3739,1735,4501,997,682,3183,4997,4596,1459,2574,3995,2263,4666,4566,3762,595,4268,498
"AT5G51840",3491,1134,4946,4157,3388,3295,1773,2883,3507,1651,1102,2738,4924,2091,1025,323,4302,2390,2656,4418
"AT5G51845",3166,4625,4146,3498,1758,3705,2680,59,1866,2018,4594,2718,199,4921,2521,3019,1316,348,3853,4161
"AT5G51850",1192,1743,3682,3940,2581,4362,4420,4380,1766,4909,4193,1991,3339,1199,4226,1324,4445,4145,2362,1248
"AT5G51860",165,2727,3779,4913,2871,3106,1535,3916,2686,2602,3126,857,762,2227,2752,361,3863,1777,2683,2292
"AT5G51870",2506,592,4868,4114,4940,1327,214,4264,3507,3370,2123,1991,2586,1208,4877,2478,4337,2504,2662,662
"AT5G51880",646,1124,504,2527,4930,3259,4152,3522,3013,192,3088,806,3082,3271,3573,665,2489,2953,240,4177
"AT5G51890",3733,4368,4408,3214,4299,2712,2148,877,1813,1131,2596,2008,1965,957,1667,993,2309,4708,2923,72
"AT5G51900",526,3166,1892,4554,528,1492,4205,1389,410,2000,1132,1686,1022,2051,2917,889,1076,731,2002,1321
"AT5G51910",3839,2000,871,3384,2050,2235,1535,652,4243,4564,3978,173,2753,4082,4006,4821,1350,1018,4885,4418
"AT5G51915",3285,1484,246,4757,3324,1143,3495,1787,672,69,4780,4549,676,107,3597,4002,964,4306,2535,2504
"AT5G51920",267,4194,2617,3844,1637,11,1328,1511,3049,497,1915,4446,4550,4879,10,1997,3795,4210,4246,4419
"AT5G51930",1457,3182,1343,273,1248,0,1128,3094,3764,842,2057,561,4535,350,4585,4999,839,2419,2799,4554
"AT5G51940",4960,2467,4503,211,1962,2015,2941,82,3526,2280,3195,3158,1067,4755,2394,1192,3294,4379,2496,1467
"AT5G51950",4524,1468,2266,4616,4146,2380,1101,4150,1775,2018,2573,1054,1136,105,3050,901,2874,2758,183,4927
"AT5G51960",384,2332,1532,3962,1137,248,3076,2842,3130,3045,1518,3983,528,4729,3025,656,183,4424,4883,3107
"AT5G51970",4635,2208,3487,2637,4891,3697,975,716,2653,2927,4554,483,982,1310,4870,1063,4056,1762,4319,757
"AT5G51980",4235,515,2611,2863,4605,1232,850,2621,4769,2228,1112,4648,2416,919,688,4422,3164,2231,4973,3228
"AT5G51990",1197,3640,3694,4416,4497,3267,3904,644,4387,1814,3194,3526,4584,4847,3914,1076,2677,4296,2909,3187
"AT5G52000",1995,3397,514,4939,1968,1168,696,3494,3205,2963,1692,3504,4557,1093,1235,1036,3879,1031,621,1663
"AT5G52010",3195,2166,3063,3000,126,3935,386,1093,1467,1073,3667,714,1112,4295,4239,4169,842,400,4819,1086
"AT5G52020",4135,2673,2153,1099,1560,721,1005,4376,4506,2584,126,301,23,3210,1446,3366,4274,2916,3611,4517
"AT5G52030",2921,3250,1707,2168,287,3654,706,1653,1975,3160,2981,1188,1652,922,672,380,2508,4084,2915,4644
"AT5G52040",584,325,4036,3320,3368,4745,2121,343,3669,558,2138,2167,3069,327,1577,2277,4103,4113,3212,4394
"AT5G52045",3924,902,1870,4212,1241,2168,1094,4139,919,3467,2109,1743,2393,2203,2847,3267,905,1109,1679,572
"AT5G52050",1571,152,4963,403,4866,1895,397,1873,3360,4995,435,2427,4816,690,4220,1665,3588,1,84,854
"AT5G52060",4737,2200,4758,2138,4566,3413,3835,965,1044,4699,2385,840,2753,4084,4146,1420,1721,906,3517,1696
"AT5G52070",101,3938,3918,4587,1873,3173,1425,580,2410,3745,3388,54,3368,4427,1814,1280,3200,166,38,4598
"AT5G52080",708,3885,1265,4402,3081,3670,710,567,65,3514,506,1263,4483,1465,2339,3289,4687,2993,533,2678
"AT5G52090",2452,1754,2823,4550,1960,85,340,435,3593,3381,384,4018,956,4338,4286,940,2336,2024,4067,3315
"AT5G52100",1491,3406,1761,1405,3273,3730,2955,1290,1420,2975,3616,4047,4978,2038,547,2970,941,2232,3600,1973
"AT5G52110",1913,2957,1019,2397,2627,2568,4383,1220,2408,1571,4458,1036,1917,1841,1935,4147,4653,4647,4788,1304
"AT5G52115",262,156,489,4273,2286,2712,4438,2745,536,577,2906,4914,941,4625,1465,3267,2432,3332,2187,4637
"AT5G52120",834,4405,1651,1481,1526,2579,1658,1577,3859,3159,3996,3342,990,4589,1348,3057,1050,1668,225,3933
"AT5G52130",1086,4761,2330,960,4990,929,1646,200,2997,1612,1595,1533,1389,648,3497,3760,3157,1218,2811,899
"AT5G52140",1796,3981,4507,2229,4578,3835,4014,2249,3703,1293,732,3054,1161,2624,227,3887,2836,616,3157,3078
"AT5G52150",1425,4224,2669,4032,1987,3738,1183,4341,4463,3613,619,2741,1916,3395,4680,802,783,4872,3043,850
"AT5G52155",107,1351,1613,1113,1626,370,2636,2029,3274,4667,4800,2043,506,3523,4990,3638,2820,3736,3498,4453
"AT5G52160",4840,2674,88,825,105,1587,782,4953,1217,2599,1499,4877,3956,4071,2015,1013,4883,457,1352,2129
"AT5G52170",2840,2032,1503,373,346,4633,304,887,1679,2053,1677,1537,325,2565,2761,3873,3360,805,2949,3421
"AT5G52180",4571,3213,3609,2644,3657,899,3397,4246,680,294,1033,3824,4887,1810,3784,886,2080,2238,1516,2429
"AT5G52190",287,1555,3933,4885,819,256,2243,3605,4665,2685,2895,4646,1753,3351,915,3329,1348,3698,4534,2550
"AT5G52200",3267,230,1667,667,548,2702,2738,1284,3213,3734,3625,1631,2314,1937,1511,4784,2656,4058,4935,2330
"AT5G52210",3942,3507,2269,3552,2935,4214,4962,94,2707,91,466,2404,3562,3436,55,622,4613,1413,3139,2019
"AT5G52220",2530,504,4028,4361,44,2294,3094,2260,548,4643,4540,4988,2889,3017,457,4457,505,3625,2664,3759
"AT5G52230",4204,3981,4678,2258,2972,1548,2571,290,2921,3763,965,1030,118,3880,2185,890,2626,1891,3394,1886
"AT5G52240",1546,2810,4906,4260,4920,2596,3442,4876,4445,2691,1477,4191,4513,4400,1356,476,303,208,998,4166
"AT5G52250",2604,975,3671,2444,802,3291,3407,391,3308,810,2823,4158,3055,524,3637,3251,4517,2463,942,751
"AT5G52260",4193,4730,3367,2474,2755,2786,2533,3244,1519,3162,2701,516,2047,492,4007,4565,1479,4025,3971,4821
"AT5G52270",4138,80,2761,1158,1267,3288,2681,4974,3639,90,195,1934,4672,1329,1529,4979,3311,2295,1721,563
"AT5G52280",2127,3810,1285,521,45,4479,4625,4059,218,510,3480,3229,3010,2266,3594,1106,2384,1621,3535,809
"AT5G52290",559,65,3623,2419,4007,2658,3144,367,3091,2785,1059,2323,545,1876,4293,974,665,4172,1369,4415
"AT5G52300",712,2827,1327,734,491,1056,1608,4052,4298,598,1176,263,1184,4003,1336,3307,4875,549,1843,345
"AT5G52310",355,278,2504,231,4831,3730,1825,2215,331,3674,3560,2996,1169,185,1649,2836,3081,405,2526,865
"AT5G52320",271,3470,1129,599,2561,436,3315,2262,3508,3797,1326,1885,1234,348,1326,4586,1129,3867,2884,4387
"AT5G52330",2627,3957,4149,4756,2673,469,127,3323,610,2303,1467,1419,1738,4627,3862,1766,1610,3349,2949,1205
"AT5G52340",1468,971,3480,3974,656,139,519,3174,2443,3969,2303,1993,1671,4431,3307,4175,1893,4745,3451,1746
"AT5G52350",1416,2986,2441,2284,4717,2398,1822,2009,1522,1559,99,1310,1569,2061,1475,2835,2691,2098,729,1379
"AT5G52355",4131,3412,691,2941,1282,2724,132,4971,3670,2007,1117,753,2744,4491,2557,1326,4764,3913,3279,3858
"AT5G52360",1653,2281,1422,2516,2066,3586,2700,2498,2098,938,1498,2132,1224,4725,4752,2073,3264,3879,1250,567
"AT5G52370",1963,2029,2333,2375,1814,4594,641,714,1357,2088,1189,585,3302,3945,4601,4624,4640,3932,1091,1130
"AT5G52380",1478,3873,4828,611,1793,4525,1377,1718,904,1807,255,1567,1674,3719,3038,4950,4205,3133,2100,4518
"AT5G52390",4179,3775,3892,2623,525,172,3456,4725,4294,3174,4049,253,3206,500,2873,1038,1430,1187,1311,867
"AT5G52400",675,3485,3421,2875,896,1576,718,4238,1469,4671,1183,3331,4631,2765,4183,4501,2803,759,3175,2834
"AT5G52410",2146,3292,2969,2211,199,2927,2628,4698,3643,4065,154,3844,4772,3677,1930,1076,2790,894,3186,3887
"AT5G52420",221,4659,1035,3298,4075,2217,1132,1569,1796,4206,4575,2520,2688,1555,2974,1062,4104,4583,2243,3651
"AT5G52430",2672,1699,4358,1642,2024,1112,2311,643,1331,1420,1803,1259,4003,117,3905,4798,3311,2061,3169,2033
"AT5G52440",2354,4332,4460,1085,3595,3887,3113,576,4008,3979,488,3484,4371,408,1303,4265,2782,1028,533,685
"AT5G52450",2126,1449,158,1201,4308,93,3276,1554,1655,4307,722,2045,936,512,2287,2692,1387,1,1652,2568
"AT5G52460",4892,1595,3383,2590,506,62,3265,3421,4951,4638,2405,303,1122,4978,2057,3267,1002,2208,4966,4039
"AT5G52470",1533,4799,1418,1856,3298,3333,3733,3880,823,2172,2893,3312,1090,3600,4674,4572,4900,3002,2821,4817
"AT5G52471",4535,558,205,4201,2171,3016,4093,108,222,3719,1604,3659,3194,3612,4529,863,896,388,1631,2486
"AT5G52480",3289,2585,1002,4954,2383,4813,3947,1350,1816,4836,1243,3475,638,4535,3186,4773,4417,2773,4075,3215
"AT5G52490",2431,1139,2211,4775,3054,4121,46,2760,966,4549,4314,4573,1966,3709,688,4573,781,2635,3469,24
"AT5G52495",2311,1122,3814,3238,3631,4845,1492,1668,1429,3778,3914,2135,3277,284,4356,1135,4173,1290,3771,3647
"AT5G52500",3177,3044,4176,1186,3912,579,2433,672,1818,3632,502,903,2575,3247,1025,3436,1371,351,4616,2859
"AT5G52510",1976,2526,1336,3010,207,2472,3325,1342,1322,119,2169,2556,1989,4331,4715,1961,519,365,261,3894
"AT5G52520",1012,1260,2904,3674,3265,2559,49,4584,1778,961,2200,3406,1765,2898,826,2996,3752,1767,3088,3504
"AT5G52530",3216,2635,2880,762,4983,4938,3560,196,406,4791,4656,2761,4646,3140,3479,339,1483,2831,1191,2267
"AT5G52540",3351,922,2419,550,2426,3973,2884,96,3735,589,932,446,1571,4008,4397,4147,3581,215,2255,3177
"AT5G52545",2066,630,2838,3454,4301,2972,3097,227,4729,954,4939,1960,2315,1569,3628,987,4557,131,2681,3017
"AT5G52547",4270,1674,1129,648,436,2186,3204,3505,4008,3141,3054,1969,3047,4394,4199,4219,4790,4716,3645,1388
"AT5G52550",4375,2739,3815,622,2184,1822,3381,2611,562,306,3608,1550,77,4725,1129,3588,686,1673,1436,927
"AT5G52560",323,476,1950,845,3798,422,251,564,4769,4502,1504,3386,650,4209,4506,511,3014,4725,4580,643
"AT5G52570",3664,2174,1345,1058,977,3831,1479,1323,2616,4025,3564,1239,1881,4248,669,2397,2752,3771,291,4630
"AT5G52580",372,1587,1004,356,4937,1306,3358,680,3632,1384,1285,3221,1609,690,2936,294,3128,3293,70,3221
"AT5G52600",1842,3857,3101,1891,1893,2037,2145,1586,3773,131,539,4715,4592,3157,1919,1679,2836,2535,2277,4459
"AT5G52605",4628,4752,2240,389,2830,741,3504,134,3724,2465,889,378,1085,1019,3384,3050,4322,4073,789,3474
"AT5G52610",209,1889,3652,2917,4178,4010,3019,969,1499,3913,4584,613,893,4812,4817,2939,4421,2181,4353,1329
"AT5G52620",2459,4671,2799,1200,4701,3265,4709,2417,500,2571,869,437,2594,3539,717,4230,3842,2531,2488,373
"AT5G52630",1502,4972,4926,559,2072,1083,2992,3349,4551,1647,2566,4378,29,2153,4895,4429,4224,469,4194,2550
"AT5G52640",3204,1720,4313,301,4617,486,2449,504,2967,4814,1116,4944,858,65,1531,4451,56,266,2784,364
"AT5G52650",1561,180,1538,4371,1971,2093,577,3191,873,3958,2577,2968,3152,4010,3280,1719,303,2949,1271,2525
"AT5G52655",262,4452,3582,1053,153,3556,2695,3822,2009,2563,2076,4688,946,2583,4370,4189,4016,1981,1639,4512
"AT5G52660",1750,1008,4677,1703,641,1247,150,3678,3425,2365,4274,1499,1618,3944,2833,2320,2670,1796,290,3453
"AT5G52670",1028,2610,3168,3347,4481,624,3085,392,3876,3949,2408,1062,3259,4552,3092,2836,2057,3699,2815,4972
"AT5G52680",1166,1367,3908,4647,1780,4289,1133,1317,4818,3822,1680,3769,3940,219,1433,1505,3751,4194,1575,468
"AT5G52690",4358,3257,609,2405,3009,4918,4142,1208,962,2644,2050,2443,871,1632,1058,2494,2843,3139,1805,2907
"AT5G52700",2894,2128,4993,482,1969,4838,2291,1795,314,3258,1266,1437,3844,876,1464,3083,247,2588,3612,362
"AT5G52710",4861,3142,57,2080,4751,2277,2085,998,213,3290,2832,2371,2417,1205,3946,1236,4667,4630,4588,1663
"AT5G52720",2829,4290,1834,4650,1348,1686,126,45,4671,3833,2383,2405,2401,2836,2060,3251,2930,2208,2932,1796
"AT5G52730",743,2109,2216,1128,1777,1852,685,455,692,2083,4743,2967,2455,2406,4744,2151,769,2883,256,1632
"AT5G52740",3126,50,356,4962,2414,2961,2909,1365,2098,2177,2950,2350,3163,3542,2595,2230,4664,909,2633,3987
"AT5G52750",672,23,2885,624,4544,4563,1302,3396,1066,1028,1604,4422,1752,2625,3368,301,4780,1559,602,3038
"AT5G52760",2068,3888,1230,1458,2703,731,383,3170,3705,1872,368,3583,4985,2131,756,4249,4898,2027,4630,2816
"AT5G52770",2408,2236,1994,3305,157,2550,4631,2786,3772,2248,1751,1890,3463,1682,3877,873,1283,713,397,822
"AT5G52780",5000,2605,4221,4141,2348,4761,2694,2291,3563,2043,1403,4330,747,1540,514,4846,2862,485,4641,4617
"AT5G52790",661,3910,4449,197,3432,3576,4252,283,3747,4789,3524,1347,397,1747,342,3052,3702,2294,1224,3644
"AT5G52797",1052,3024,1931,1526,247,4650,4501,209,1944,1027,1888,2552,3448,1110,426,795,3208,1444,1602,3326
"AT5G52800",1340,3673,1163,2082,1171,897,3230,4826,296,4357,231,1961,1445,77,3546,2454,1996,2325,1291,3361
"AT5G52810",2786,590,969,4877,4863,2647,2267,1422,900,2286,226,1118,4483,4664,3378,3304,2086,1526,2682,180
"AT5G52815",2394,808,4623,1616,1190,4171,3855,4362,4899,4631,3903,2926,3632,3836,2935,1514,2433,3709,2240,179
"AT5G52820",697,2759,4646,1549,3966,2730,341,549,626,2602,408,2480,4627,2503,4564,4542,2972,2370,2273,4206
"AT5G52830",3613,1554,3994,3000,3417,3041,1698,3897,3442,4880,120,3543,712,3843,2630,432,1392,1879,4365,2950
"AT5G52840",1331,2148,1666,2403,1070,3002,3980,2643,1812,789,282,2702,1992,4292,2038,1279,2025,2441,3752,2648
"AT5G52850",756,1084,2860,3372,4068,4825,2414,2040,2667,221,2019,344,4189,4488,1284,2266,1877,2414,380,4690
"AT5G52860",2590,3187,2523,4309,712,1847,1376,4418,501,4378,4463,185,899,4394,640,4223,3143,1282,2695,1381
"AT5G52870",2043,524,3738,2667,956,151,2598,288,3242,1745,3271,3544,1320,4253,2062,1602,4588,989,1550,4666
"AT5G52880",3458,676,1173,532,4209,109,4942,647,938,3143,3069,502,4647,2448,1840,2421,1769,4766,1191,4299
"AT5G52882",1728,2917,532,209,1778,514,4168,2191,4598,2030,1913,3054,4461,2322,3231,2647,2306,2520,4910,1163
"AT5G52890",3200,4655,2483,1765,4263,3227,1663,4975,2213,1839,2230,1955,1115,2876,2869,3864,824,2150,3949,1059
"AT5G52900",2301,4129,1632,1034,2036,1593,3664,79,4636,4784,832,1245,3448,1499,3786,2145,3421,75,3301,4341
"AT5G52910",3167,1600,3774,1726,471,2525,1699,4926,4915,1100,1211,1713,4033,472,1004,2893,1343,197,287,1130
"AT5G52920",4572,1815,311,2402,2581,852,3352,515,4184,453,4875,4585,3343,3082,3357,2220,2745,591,502,3992
"AT5G52930",3257,1920,2187,479,2411,3362,578,3190,1557,4846,2427,4938,149,4941,199,2319,4084,4757,1531,2040
"AT5G52940",4023,2942,1704,3756,1783,651,3769,4240,540,3286,4328,650,3163,951,4789,167,4759,4829,3474,4316
"AT5G52950",4334,3838,661,1038,3378,53,4155,96,3145,782,1736,3610,2023,4963,2673,1981,3134,1503,883,1712
"AT5G52960",2684,162,1754,1835,1321,1735,1315,992,3923,3613,2586,4288,4460,2480,3645,2875,2280,3452,2223,744
"AT5G52965",4088,3518,2559,4731,3958,941,766,4720,3247,3786,3517,4965,583,2052,3873,2112,217,3898,1198,2605
"AT5G52970",3246,3020,573,1569,4887,3854,1852,1825,1300,2647,2159,3777,1848,310,1497,4953,396,2993,1008,2851
"AT5G52975",4116,1596,2423,3401,762,2645,758,4166,658,173,4149,2291,2506,2372,2800,291,2492,775,472,3631
"AT5G52980",3899,863,579,2270,4761,4525,3204,2126,2422,721,434,4482,3975,2858,3927,2068,2399,1890,4861,1597
"AT5G52990",3236,2670,3780,3855,3219,309,1882,1591,386,3803,1034,2522,1068,3046,1860,2169,731,1915,2572,3671
"AT5G53000",3057,1820,4321,1196,3012,3924,4671,228,4879,649,2436,295,1789,3438,3686,3185,4820,1309,4118,4872
"AT5G53010",1104,4234,4163,463,2790,1288,4053,4158,938,2214,4968,2946,2616,1272,4694,582,1961,1754,4276,2521
"AT5G53020",783,1273,541,3253,3093,3942,2947,2123,129,29,65,2056,3882,2686,4579,1153,1440,4674,2372,97
"AT5G53030",4745,767,4530,1744,3547,4607,4865,3490,4507,1730,3662,3565,2192,611,3357,4334,410,3321,2023,4332
"AT5G53040",3862,4230,298,421,2240,3591,3319,240,1612,4594,1382,474,1118,2952,4193,2583,4382,1800,2022,1492
"AT5G53045",1090,4122,1887,833,999,4094,177,1239,1285,2926,836,1300,3795,186,3671,3424,1128,3874,1098,642
"AT5G53048",4770,3787,346,1988,252,4896,3031,4837,889,1914,3626,867,1882,1419,1770,3213,4514,3214,1750,1050
"AT5G53050",48,107,3811,4266,673,2184,782,843,4621,2988,715,3896,4102,1901,271,8,3032,3004,829,968
"AT5G53060",3400,2782,4710,2059,3234,1291,914,424,2691,3210,3172,2071,4243,4075,4687,773,4510,2491,1346,2909
"AT5G53070",4847,3769,1008,1609,321,2473,758,823,1419,1322,1600,4365,2359,4715,592,4669,1170,4190,3501,1800
"AT5G53080",3576,1690,3826,2699,4822,2355,1434,781,830,12,4217,1685,4501,3571,2487,4261,3996,228,269,4259
"AT5G53090",4385,4397,2007,566,1499,3523,1986,721,3139,1909,3305,983,1741,1913,4793,599,1054,3678,4128,1482
"AT5G53100",3083,1312,2455,1771,3132,1515,4806,4973,2034,4651,257,4706,470,1861,2968,3186,4036,1629,1771,3276
"AT5G53110",2279,1770,4134,1943,3050,3043,4907,722,2129,965,2033,480,2303,4158,2948,340,1909,1446,741,4354
"AT5G53120",524,4327,132,4937,2007,2730,4788,4427,3110,2453,1801,3530,4247,4480,3466,666,4038,3859,235,2617
"AT5G53130",1588,2355,2238,506,2162,2953,1018,4601,2643,990,3189,3063,1376,2974,4550,2186,1578,3989,3651,1948
"AT5G53140",4076,4570,1994,1464,3384,3730,705,2725,1293,1769,3737,4962,3692,425,2616,1457,3646,3239,1034,2025
"AT5G53150",237,796,3079,1466,4012,558,525,1045,3846,1267,2998,2684,1128,2954,4984,394,1391,4714,3484,4931
"AT5G53160",2756,3289,1690,4010,1914,101,1090,4686,4283,1366,2402,3377,1948,2470,294,396,1158,2572,729,4088
"AT5G53170",456,4455,1285,1880,2394,1436,1153,647,1019,651,986,2160,3507,1124,4978,1682,3435,785,3249,4975
"AT5G53180",3036,3915,2810,1166,1369,2515,533,2830,444,4354,129,4182,933,2734,3119,774,1178,1228,3390,1220
"AT5G53190",2043,4196,4432,4001,1553,1492,4129,1285,4378,517,2705,833,964,3087,4046,343,3928,3167,4535,4950
"AT5G53200",1621,1332,4063,1551,3949,1351,2147,65,3623,1269,920,2516,378,3443,2120,20,836,4873,3911,3046
"AT5G53210",1635,1577,4911,319,3691,179,3675,372,2800,1058,4607,30,1045,2066,555,2413,3280,3333,2240,362
"AT5G53220",916,130,2305,841,3580,4197,3783,3312,3593,4371,2070,1282,1121,3497,863,1589,1866,3520,887,1252
"AT5G53230",835,3169,392,4663,708,4971,1625,390,4834,3630,1997,4678,2503,3191,3444,1979,1812,4357,16,4461
"AT5G53240",3221,4111,2351,3829,4976,2974,4029,1540,4935,1541,1905,3624,4776,2765,4673,3992,3945,326,4180,2231
"AT5G53250",2987,2466,528,788,3951,2030,4833,2033,1687,2972,219,3027,2796,2648,3620,483,4335,601,2562,1259
"AT5G53260",2059,3719,1445,3406,2598,2322,2744,3420,969,3519,3845,421,3695,583,3807,4751,834,72,1012,1418
"AT5G53270",115,2932,3759,3192,4902,175,3897,4183,318,3924,3422,2482,3803,2989,3976,3242,4389,3856,4358,577
"AT5G53280",3416,2097,3782,2303,2085,4053,3883,4843,934,3262,2044,2180,4073,4954,2582,1020,4115,2167,1648,240
"AT5G53290",3043,4566,3311,642,2739,4303,197,1546,531,4081,2854,4340,2111,4897,4971,4802,1442,1248,2964,537
"AT5G53300",3453,2456,427,1571,3723,2548,2320,457,1726,3574,813,597,2693,2178,3356,143,3736,2289,3104,4187
"AT5G53310",468,3728,1553,1,1567,1688,3681,492,2234,3783,4700,4007,2965,1579,1083,4137,3558,2467,3764,116
"AT5G53320",339,4159,2800,3916,666,2284,2314,668,878,345,1835,352,4500,3478,4205,4216,3288,3047,3064,1252
"AT5G53330",371,4879,3263,4640,2821,360,3209,21,2997,4923,365,3616,1323,206,955,55,1572,3810,878,3262
"AT5G53340",1756,5000,4502,327,2551,2790,3890,3524,315,3899,133,4213,2051,1804,1846,479,2370,4732,1409,3098
"AT5G53350",4272,612,1064,4456,3838,2731,2224,2012,2504,4392,4827,3990,4865,157,2418,2257,3164,3897,3943,2175
"AT5G53360",1808,286,4858,2137,1703,3835,3568,4179,219,2206,1782,4361,3720,1513,1072,2973,3863,2399,3707,3553
"AT5G53370",4826,4666,132,1606,270,4218,1786,72,1819,2441,4530,473,2801,4129,1953,1822,1319,3756,763,1157
"AT5G53380",918,1878,52,2319,1089,4616,404,3788,1273,4191,4860,3329,4555,502,3780,3845,2997,3090,2553,817
"AT5G53390",2785,3728,1835,3610,3987,685,4073,4396,2064,3290,1900,3411,3869,1525,1496,1439,1557,1672,3123,4181
